id,gender,subCategory,baseColour,season,usage
26959,Women,Topwear,Pink,Summer,Casual
12113,Women,Topwear,Blue,Fall,Ethnic
52369,Women,Loungewear and Nightwear,Yellow,Winter,Casual
45371,Women,Shoes,Taupe,Summer,Casual
59645,Women,Saree,Purple,Fall,Ethnic
59904,Women,Scarves,Pink,Fall,Casual
51207,Women,Innerwear,Black,Summer,Casual
36498,Women,Topwear,Green,Summer,Ethnic
58338,Women,Flip Flops,Purple,Summer,Casual
57397,Women,Innerwear,Pink,Winter,Casual
59459,Women,Jewellery,Silver,Summer,Casual
56511,Women,Lips,Copper,Spring,Casual
36235,Women,Topwear,Orange,Summer,Ethnic
57660,Women,Nails,Copper,Spring,Casual
27503,Women,Innerwear,Red,Fall,Casual
47957,Women,Bags,Blue,Summer,Casual
47638,Women,Shoes,Black,Winter,Casual
53463,Women,Innerwear,Pink,Summer,Casual
38589,Women,Topwear,Black,Summer,Casual
36614,Women,Shoes,Multi,Winter,Casual
53089,Women,Jewellery,Silver,Winter,Casual
14126,Women,Bottomwear,Blue,Fall,Casual
11926,Women,Flip Flops,Black,Fall,Casual
4851,Women,Bottomwear,Black,Summer,Sports
20207,Women,Topwear,Green,Fall,Casual
11031,Women,Topwear,Blue,Fall,Casual
28772,Women,Topwear,Red,Summer,Ethnic
55254,Women,Makeup,Blue,Spring,Casual
7489,Women,Bottomwear,Black,Summer,Sports
52358,Women,Loungewear and Nightwear,Pink,Winter,Casual
22773,Women,Topwear,White,Summer,Ethnic
44125,Women,Fragrance,Black,Spring,Casual
32578,Women,Topwear,Black,Summer,Casual
14031,Women,Topwear,Black,Fall,Casual
41731,Women,Shoes,Bronze,Winter,Casual
58948,Women,Fragrance,Orange,Spring,Casual
24537,Women,Topwear,Maroon,Fall,Ethnic
13644,Women,Shoes,Silver,Fall,Casual
26988,Women,Bottomwear,Blue,Fall,Casual
5767,Women,Topwear,Black,Summer,Casual
46608,Women,Shoes,Silver,Winter,Casual
43991,Women,Fragrance,Blue,Spring,Casual
44179,Women,Fragrance,White,Spring,Casual
46614,Women,Shoes,Black,Winter,Casual
21998,Women,Bags,Blue,Winter,Casual
57970,Women,Saree,Green,Fall,Ethnic
34991,Women,Saree,Blue,Summer,Ethnic
51539,Women,Watches,Black,Winter,Casual
47545,Women,Shoes,Maroon,Winter,Casual
37083,Women,Bags,Olive,Summer,Casual
26991,Women,Bottomwear,Grey,Summer,Casual
58959,Women,Fragrance,Black,Spring,Casual
50042,Women,Innerwear,Beige,Winter,Casual
41770,Women,Dress,Pink,Summer,Casual
22040,Women,Topwear,Cream,Fall,Ethnic
29495,Women,Watches,Blue,Winter,Casual
45915,Women,Watches,Steel,Winter,Casual
10211,Women,Bags,Grey,Winter,Casual
33966,Women,Topwear,Black,Summer,Casual
47029,Women,Topwear,Maroon,Fall,Ethnic
45226,Women,Watches,Silver,Winter,Casual
18486,Women,Bottomwear,Blue,Fall,Casual
28891,Women,Innerwear,Skin,Summer,Casual
54495,Women,Bags,Black,Summer,Casual
46253,Women,Topwear,White,Summer,Ethnic
59732,Women,Innerwear,Black,Summer,Casual
43531,Women,Topwear,Off White,Summer,Casual
32211,Women,Topwear,Pink,Summer,Ethnic
53813,Women,Topwear,Blue,Fall,Casual
38588,Women,Topwear,Purple,Summer,Casual
47580,Women,Shoes,White,Winter,Casual
20968,Women,Bags,Red,Winter,Casual
11011,Women,Topwear,Blue,Fall,Casual
26887,Women,Topwear,Purple,Summer,Casual
51612,Women,Bottomwear,Grey,Summer,Casual
43913,Women,Topwear,Sea Green,Summer,Casual
35334,Women,Jewellery,Silver,Winter,Ethnic
50006,Women,Innerwear,Black,Winter,Sports
57699,Women,Skin,Cream,Spring,Casual
31873,Women,Topwear,Orange,Summer,Ethnic
32173,Women,Socks,White,Summer,Casual
44813,Women,Topwear,Navy Blue,Summer,Casual
14863,Women,Jewellery,Red,Summer,Casual
46609,Women,Shoes,Tan,Summer,Casual
37071,Women,Bags,Brown,Summer,Casual
42917,Women,Wallets,White,Summer,Casual
53533,Women,Innerwear,Black,Summer,Casual
37411,Women,Bags,Brown,Summer,Casual
32805,Women,Shoes,White,Summer,Casual
55137,Women,Nails,Sea Green,Spring,Casual
53361,Women,Bags,Pink,Summer,Casual
52352,Women,Loungewear and Nightwear,Pink,Winter,Casual
31312,Women,Topwear,Peach,Summer,Ethnic
12831,Women,Topwear,Pink,Fall,Casual
49151,Women,Lips,Brown,Spring,Casual
59037,Women,Shoes,Green,Winter,Casual
10210,Women,Bags,Red,Winter,Casual
8134,Women,Watches,Black,Winter,Casual
20582,Women,Wallets,White,Winter,Casual
54554,Women,Topwear,White,Summer,Casual
52901,Women,Saree,Multi,Fall,Ethnic
27460,Women,Innerwear,Black,Winter,Casual
4651,Women,Sandal,Purple,Summer,Casual
34928,Women,Topwear,Yellow,Summer,Ethnic
24233,Women,Topwear,Brown,Fall,Ethnic
50385,Women,Bottomwear,Pink,Fall,Ethnic
44003,Women,Fragrance,White,Spring,Casual
48330,Women,Bags,Yellow,Summer,Casual
29096,Women,Eyewear,Black,Winter,Casual
51795,Women,Innerwear,Black,Summer,Casual
3065,Women,Topwear,Black,Summer,Casual
44183,Women,Fragrance,White,Spring,Casual
5319,Women,Shoes,White,Summer,Sports
37925,Women,Topwear,Orange,Summer,Casual
41141,Women,Dress,Blue,Fall,Casual
57114,Women,Topwear,Lavender,Summer,Casual
29218,Women,Socks,Red,Summer,Sports
3950,Women,Topwear,Navy Blue,Summer,Casual
55802,Women,Loungewear and Nightwear,White,Summer,Casual
48508,Women,Topwear,Navy Blue,Summer,Casual
25207,Women,Bags,Grey,Winter,Casual
16140,Women,Topwear,Orange,Fall,Casual
17101,Women,Wallets,Blue,Winter,Casual
45387,Women,Shoes,Black,Winter,Casual
46060,Women,Jewellery,Gold,Winter,Casual
45943,Women,Topwear,Green,Summer,Casual
54510,Women,Bags,Brown,Summer,Casual
12703,Women,Shoes,White,Fall,Sports
30473,Women,Innerwear,Beige,Summer,Casual
42559,Women,Topwear,Multi,Summer,Ethnic
6071,Women,Topwear,Pink,Summer,Casual
5137,Women,Topwear,Red,Summer,Casual
55445,Women,Lips,Brown,Spring,Casual
52315,Women,Jewellery,Brown,Winter,Casual
55513,Women,Hair,Brown,Spring,Casual
32226,Women,Topwear,Olive,Summer,Ethnic
14596,Women,Bottomwear,Black,Summer,Casual
16079,Women,Eyewear,Brown,Winter,Casual
5293,Women,Topwear,Blue,Summer,Casual
57810,Women,Topwear,Multi,Summer,Casual
48816,Women,Jewellery,Silver,Summer,Casual
6705,Women,Socks,White,Summer,Sports
33377,Women,Wallets,Grey,Summer,Casual
52822,Women,Jewellery,Red,Fall,Ethnic
55831,Women,Loungewear and Nightwear,White,Summer,Casual
46952,Women,Fragrance,Purple,Spring,Casual
33371,Women,Wallets,Purple,Fall,Casual
13016,Women,Shoes,Brown,Winter,Casual
14810,Women,Bags,Brown,Summer,Casual
22039,Women,Topwear,Cream,Fall,Ethnic
57172,Women,Topwear,Black,Summer,Casual
45276,Women,Wallets,Blue,Summer,Casual
53944,Women,Bags,Black,Summer,Casual
43195,Women,Watches,Black,Winter,Casual
29931,Women,Watches,White,Winter,Casual
35467,Women,Shoes,Gold,Winter,Casual
33204,Women,Topwear,Grey,Summer,Casual
43318,Women,Bottomwear,Black,Summer,Casual
48121,Women,Belts,Black,Summer,Casual
48801,Women,Jewellery,Silver,Summer,Casual
40620,Women,Topwear,Blue,Summer,Ethnic
27862,Women,Topwear,Navy Blue,Summer,Casual
57922,Women,Bottomwear,Purple,Summer,Casual
47313,Women,Wallets,Brown,Fall,Casual
45217,Women,Watches,White,Winter,Casual
56647,Women,Topwear,Pink,Fall,Ethnic
3532,Women,Topwear,Black,Summer,Casual
21522,Women,Bags,Black,Winter,Casual
43157,Women,Watches,Black,Winter,Casual
55643,Women,Shoes,Beige,Winter,Casual
17741,Women,Shoes,White,Fall,Sports
12505,Women,Topwear,Black,Fall,Casual
54569,Women,Topwear,Grey,Summer,Ethnic
50391,Women,Watches,Silver,Winter,Casual
55273,Women,Makeup,Skin,Spring,Casual
55298,Women,Makeup,Green,Spring,Casual
4573,Women,Shoes,Black,Summer,Sports
20326,Women,Topwear,Yellow,Summer,Casual
25114,Women,Bags,Black,Winter,Casual
18040,Women,Bags,Olive,Winter,Casual
37481,Women,Watches,White,Winter,Casual
29095,Women,Eyewear,Brown,Winter,Casual
57184,Women,Topwear,Pink,Summer,Casual
16942,Women,Eyewear,Purple,Winter,Casual
15373,Women,Topwear,Purple,Fall,Casual
7599,Women,Shoes,White,Summer,Sports
46256,Women,Topwear,Black,Summer,Casual
43269,Women,Topwear,Pink,Summer,Ethnic
31898,Women,Innerwear,Black,Summer,Casual
17911,Women,Topwear,Black,Fall,Casual
20976,Women,Belts,Black,Winter,Casual
55903,Women,Nails,Pink,Spring,Casual
59225,Women,Watches,Gold,Winter,Casual
32306,Women,Watches,Gold,Winter,Casual
38486,Women,Belts,Black,Summer,Casual
43331,Women,Topwear,Pink,Summer,Casual
48845,Women,Jewellery,Silver,Summer,Casual
50215,Women,Belts,Black,Summer,Casual
56380,Women,Fragrance,White,Spring,Casual
1764,Women,Bottomwear,Black,Fall,Sports
4477,Women,Shoes,White,Summer,Sports
47016,Women,Topwear,Beige,Summer,Ethnic
33110,Women,Shoes,Black,Winter,Casual
52312,Women,Jewellery,Multi,Winter,Casual
59531,Women,Jewellery,Silver,Summer,Casual
48791,Women,Jewellery,Silver,Summer,Casual
55456,Women,Lips,Red,Spring,Casual
52332,Women,Wallets,Black,Winter,Casual
6444,Women,Flip Flops,Black,Summer,Casual
4899,Women,Topwear,Green,Summer,Casual
35848,Women,Shoes,Blue,Summer,Casual
40594,Women,Topwear,Rust,Summer,Ethnic
55276,Women,Makeup,Skin,Spring,Casual
43827,Women,Jewellery,Gold,Summer,Ethnic
44803,Women,Topwear,Grey,Summer,Casual
58000,Women,Dress,Black,Fall,Casual
43329,Women,Topwear,Peach,Summer,Casual
42896,Women,Belts,Navy Blue,Summer,Casual
35100,Women,Stoles,Lavender,Spring,Casual
46621,Women,Shoes,Brown,Spring,Casual
54084,Women,Topwear,Blue,Summer,Casual
55525,Women,Makeup,Skin,Spring,Casual
33514,Women,Shoes,Blue,Summer,Casual
55544,Women,Makeup,Green,Spring,Casual
50990,Women,Innerwear,Red,Summer,Casual
56281,Women,Innerwear,Purple,Summer,Casual
52410,Women,Loungewear and Nightwear,Black,Winter,Casual
43285,Women,Free Gifts,Black,Summer,Casual
20522,Women,Bags,Black,Winter,Casual
27515,Women,Innerwear,Pink,Winter,Casual
31716,Women,Jewellery,Silver,Winter,Ethnic
11596,Women,Topwear,Navy Blue,Summer,Ethnic
25619,Women,Watches,White,Winter,Casual
13033,Women,Shoes,Black,Winter,Casual
55127,Women,Nails,Purple,Spring,Casual
11037,Women,Topwear,Pink,Fall,Casual
57400,Women,Innerwear,Gold,Winter,Casual
29988,Women,Watches,White,Summer,Casual
34283,Women,Topwear,Red,Summer,Ethnic
52539,Women,Bottomwear,Blue,Summer,Casual
45561,Women,Topwear,Pink,Winter,Casual
55942,Women,Nails,Brown,Spring,Casual
55791,Women,Loungewear and Nightwear,Black,Summer,Casual
51942,Women,Bags,Lavender,Summer,Casual
39182,Women,Topwear,Magenta,Summer,Ethnic
55580,Women,Makeup,Skin,Spring,Casual
55035,Women,Lips,Brown,Spring,Casual
27448,Women,Topwear,White,Fall,Casual
19659,Women,Topwear,Olive,Summer,Casual
33385,Women,Wallets,Pink,Summer,Casual
59144,Women,Shoes,Black,Fall,Casual
54109,Women,Shoes,Beige,Winter,Casual
38687,Women,Bags,Copper,Summer,Casual
8136,Women,Watches,White,Winter,Casual
48788,Women,Jewellery,Silver,Summer,Casual
46031,Women,Jewellery,Gold,Winter,Casual
13928,Women,Topwear,Pink,Summer,Casual
23272,Women,Watches,White,Winter,Casual
54060,Women,Bottomwear,Green,Summer,Ethnic
59499,Women,Jewellery,Silver,Fall,Casual
21545,Women,Bags,Maroon,Winter,Casual
41710,Women,Shoes,Bronze,Winter,Casual
25224,Women,Bags,Purple,Winter,Casual
59949,Women,Fragrance,Orange,Spring,Casual
44245,Women,Bags,Brown,Summer,Casual
43674,Women,Dress,Blue,Summer,Casual
32219,Women,Topwear,White,Summer,Ethnic
33450,Women,Bags,Gold,Fall,Casual
7307,Women,Topwear,White,Summer,Casual
30514,Women,Innerwear,Pink,Summer,Casual
39570,Women,Shoes,Black,Winter,Casual
53537,Women,Innerwear,Multi,Winter,Casual
33132,Women,Shoes,Beige,Winter,Casual
39205,Women,Shoes,Gold,Winter,Casual
33022,Women,Topwear,Black,Summer,Ethnic
48097,Women,Bottomwear,Green,Winter,Casual
39241,Women,Loungewear and Nightwear,Blue,Summer,Casual
41938,Women,Flip Flops,Gold,Winter,Casual
34438,Women,Topwear,White,Summer,Casual
38447,Women,Bags,Brown,Summer,Casual
35148,Women,Bags,White,Summer,Casual
7154,Women,Topwear,Grey,Fall,Casual
14379,Women,Shoes,Beige,Winter,Casual
48992,Women,Jewellery,Silver,Summer,Casual
58135,Women,Jewellery,Silver,Fall,Casual
48340,Women,Jewellery,Silver,Fall,Casual
11526,Women,Topwear,Black,Fall,Casual
11372,Women,Topwear,Blue,Fall,Casual
28957,Women,Topwear,White,Summer,Ethnic
52364,Women,Loungewear and Nightwear,Pink,Winter,Casual
11610,Women,Topwear,Beige,Summer,Ethnic
20431,Women,Wallets,Brown,Winter,Casual
47734,Women,Bags,Grey,Fall,Casual
31902,Women,Innerwear,Black,Summer,Casual
51696,Women,Eyewear,Brown,Winter,Casual
24162,Women,Topwear,White,Fall,Ethnic
20761,Women,Shoes,Brown,Spring,Casual
12116,Women,Topwear,Orange,Fall,Ethnic
2659,Women,Bags,Brown,Winter,Casual
48911,Women,Jewellery,Silver,Summer,Casual
7673,Women,Socks,Green,Summer,Casual
16746,Women,Bags,Cream,Winter,Casual
4925,Women,Topwear,Green,Summer,Casual
11433,Women,Topwear,Mauve,Fall,Casual
11385,Women,Topwear,Black,Fall,Casual
55796,Women,Loungewear and Nightwear,Black,Summer,Casual
56379,Women,Fragrance,Green,Spring,Casual
21388,Women,Shoes,Bronze,Winter,Casual
45980,Women,Topwear,Blue,Summer,Casual
19585,Women,Topwear,Blue,Summer,Casual
47431,Women,Bags,Green,Summer,Casual
14366,Women,Shoes,Beige,Winter,Casual
38407,Women,Belts,Brown,Summer,Casual
15505,Women,Shoes,Brown,Spring,Casual
21465,Women,Topwear,Red,Winter,Casual
34598,Women,Dress,Black,Summer,Casual
8436,Women,Topwear,Pink,Fall,Casual
20518,Women,Bags,Purple,Winter,Casual
34567,Women,Dress,Black,Summer,Casual
43756,Women,Jewellery,Gold,Summer,Ethnic
27046,Women,Bags,Brown,Summer,Casual
19073,Women,Topwear,Purple,Fall,Ethnic
57339,Women,Innerwear,Green,Winter,Casual
59675,Women,Shoes,Charcoal,Winter,Casual
27277,Women,Topwear,Green,Fall,Ethnic
10713,Women,Bottomwear,Blue,Winter,Sports
32596,Women,Topwear,Peach,Summer,Casual
42660,Women,Topwear,White,Summer,Ethnic
28573,Women,Topwear,Pink,Summer,Casual
17749,Women,Sandal,Navy Blue,Fall,Casual
19736,Women,Topwear,Black,Summer,Casual
46986,Women,Bags,Blue,Summer,Casual
16731,Women,Flip Flops,Blue,Fall,Casual
54699,Women,Topwear,White,Fall,Ethnic
51538,Women,Watches,Purple,Winter,Casual
32560,Women,Bottomwear,Blue,Summer,Casual
44172,Women,Fragrance,Grey,Spring,Casual
9832,Women,Topwear,Orange,Fall,Casual
48519,Women,Topwear,Blue,Summer,Casual
24372,Women,Topwear,Purple,Fall,Ethnic
47351,Women,Bags,Black,Summer,Casual
56907,Women,Shoes,Black,Winter,Casual
48758,Women,Jewellery,White,Summer,Casual
34441,Women,Topwear,Yellow,Summer,Casual
57369,Women,Innerwear,Lavender,Winter,Casual
58606,Women,Jewellery,Gold,Winter,Casual
22923,Women,Watches,Yellow,Winter,Casual
22083,Women,Topwear,Green,Fall,Ethnic
46465,Women,Watches,Pink,Winter,Casual
25544,Women,Topwear,Navy Blue,Summer,Casual
24795,Women,Watches,Blue,Winter,Casual
9199,Women,Shoes,White,Fall,Casual
46976,Women,Bags,Black,Summer,Casual
33378,Women,Bags,Black,Fall,Casual
39582,Women,Shoes,Brown,Winter,Casual
43714,Women,Jewellery,Gold,Summer,Casual
48094,Women,Topwear,Purple,Summer,Casual
52524,Women,Bottomwear,Black,Summer,Casual
11588,Women,Topwear,Green,Summer,Ethnic
36806,Women,Watches,Silver,Winter,Casual
21544,Women,Bags,Blue,Winter,Casual
38168,Women,Eyewear,Black,Winter,Casual
44726,Women,Flip Flops,Grey,Summer,Casual
45354,Women,Shoes,White,Summer,Casual
51759,Women,Shoes,Beige,Winter,Casual
45764,Women,Fragrance,Pink,Spring,Casual
21904,Women,Topwear,Black,Fall,Ethnic
14721,Women,Topwear,Purple,Fall,Casual
27715,Women,Bags,Maroon,Winter,Casual
10618,Women,Flip Flops,Black,Spring,Casual
56105,Women,Lips,Pink,Spring,Casual
6264,Women,Topwear,Grey,Summer,Casual
27400,Women,Innerwear,Nude,Summer,Casual
30919,Women,Bottomwear,Pink,Summer,Ethnic
43851,Women,Jewellery,Gold,Summer,Ethnic
39126,Women,Bottomwear,Yellow,Fall,Casual
18758,Women,Dress,Black,Fall,Casual
50001,Women,Innerwear,Grey Melange,Winter,Sports
19867,Women,Flip Flops,White,Fall,Casual
59665,Women,Saree,Yellow,Fall,Ethnic
31787,Women,Topwear,Green,Summer,Casual
57176,Women,Topwear,Cream,Summer,Casual
28440,Women,Watches,White,Winter,Casual
44097,Women,Fragrance,White,Spring,Casual
19291,Women,Watches,Black,Winter,Casual
22305,Women,Shoes,White,Winter,Casual
5892,Women,Topwear,White,Summer,Casual
39143,Women,Apparel Set,Blue,Summer,Ethnic
20466,Women,Wallets,Beige,Winter,Casual
20964,Women,Bags,Navy Blue,Winter,Casual
37066,Women,Belts,Black,Summer,Casual
47345,Women,Wallets,Bronze,Summer,Casual
27017,Women,Bottomwear,Blue,Summer,Casual
25617,Women,Watches,Silver,Winter,Casual
12782,Women,Topwear,Red,Fall,Ethnic
32859,Women,Shoes,Black,Winter,Casual
51896,Women,Wallets,Cream,Summer,Casual
57433,Women,Topwear,Pink,Summer,Casual
33759,Women,Topwear,Yellow,Summer,Casual
48523,Women,Dress,Magenta,Winter,Casual
32217,Women,Topwear,Maroon,Summer,Ethnic
46277,Women,Dress,Red,Summer,Casual
58196,Women,Bags,White,Summer,Casual
52554,Women,Bottomwear,Blue,Summer,Casual
20907,Women,Shoes,Gold,Winter,Casual
54872,Women,Jewellery,Turquoise Blue,Fall,Casual
57147,Women,Topwear,White,Summer,Casual
57320,Women,Innerwear,Maroon,Winter,Casual
30692,Women,Shoes,Brown,Winter,Casual
55500,Women,Lips,Pink,Spring,Casual
58266,Women,Bags,Silver,Spring,Casual
27284,Women,Topwear,Brown,Fall,Ethnic
40675,Women,Topwear,Navy Blue,Summer,Casual
45848,Women,Topwear,Lavender,Summer,Ethnic
59927,Women,Topwear,White,Summer,Ethnic
24550,Women,Topwear,Black,Fall,Ethnic
18732,Women,Topwear,Off White,Fall,Casual
18265,Women,Topwear,Pink,Fall,Ethnic
28755,Women,Topwear,Purple,Summer,Ethnic
27027,Women,Bottomwear,Blue,Summer,Casual
55941,Women,Nails,Pink,Spring,Casual
54475,Women,Bags,Blue,Summer,Casual
25956,Women,Scarves,Grey,Summer,Casual
5017,Women,Bottomwear,Pink,Summer,Casual
39722,Women,Topwear,White,Summer,Casual
6255,Women,Topwear,White,Summer,Casual
28730,Women,Topwear,Blue,Summer,Ethnic
53459,Women,Shoes,Silver,Winter,Casual
42524,Women,Topwear,Green,Summer,Ethnic
9335,Women,Topwear,Grey,Fall,Casual
54154,Women,Jewellery,Brown,Fall,Casual
53067,Women,Bags,Brown,Summer,Casual
33985,Women,Bottomwear,Black,Spring,Casual
17106,Women,Wallets,Orange,Winter,Casual
22933,Women,Watches,White,Winter,Casual
28758,Women,Topwear,Blue,Summer,Ethnic
16086,Women,Eyewear,Copper,Winter,Casual
28403,Women,Eyewear,Brown,Winter,Casual
11302,Women,Bottomwear,Blue,Fall,Casual
38591,Women,Topwear,Grey,Summer,Casual
48345,Women,Jewellery,Gold,Fall,Casual
48757,Women,Jewellery,White,Summer,Casual
59085,Women,Innerwear,Black,Summer,Casual
55284,Women,Makeup,Bronze,Spring,Casual
18054,Women,Wallets,Grey,Winter,Casual
58218,Women,Bottomwear,Multi,Summer,Ethnic
18755,Women,Dress,Blue,Fall,Casual
21591,Women,Topwear,Black,Summer,Casual
6892,Women,Topwear,White,Summer,Casual
26438,Women,Bags,Blue,Winter,Casual
27276,Women,Topwear,Beige,Fall,Ethnic
12802,Women,Topwear,Green,Fall,Casual
28973,Women,Apparel Set,Yellow,Summer,Ethnic
22274,Women,Shoes,Pink,Winter,Casual
33735,Women,Bags,Navy Blue,Winter,Casual
15543,Women,Shoes,Brown,Winter,Casual
11627,Women,Topwear,Pink,Summer,Ethnic
53779,Women,Topwear,Black,Summer,Casual
47341,Women,Free Gifts,Black,Summer,Casual
43315,Women,Topwear,Pink,Fall,Casual
55230,Women,Makeup,Skin,Spring,Casual
58249,Women,Wallets,Brown,Summer,Casual
39225,Women,Bottomwear,Brown,Summer,Casual
55443,Women,Lips,Brown,Spring,Casual
55030,Women,Lips,Red,Spring,Casual
59897,Women,Dress,Yellow,Fall,Casual
57595,Women,Lips,Brown,Spring,Casual
33560,Women,Topwear,Navy Blue,Summer,Casual
47070,Women,Bottomwear,Beige,Fall,Ethnic
53897,Women,Bags,Brown,Summer,Casual
43973,Women,Fragrance,White,Spring,Casual
53590,Women,Watches,White,Winter,Casual
46583,Women,Shoes,Grey,Winter,Casual
53026,Women,Saree,Multi,Fall,Ethnic
57351,Women,Innerwear,Black,Winter,Casual
47330,Women,Bags,Brown,Summer,Casual
31938,Women,Topwear,Turquoise Blue,Summer,Ethnic
11370,Women,Topwear,Green,Fall,Casual
33469,Women,Belts,Gold,Summer,Casual
59045,Women,Shoes,Turquoise Blue,Winter,Party
24736,Women,Bags,Black,Winter,Casual
13546,Women,Shoes,Gold,Spring,Casual
55196,Women,Nails,Gold,Spring,Casual
6459,Women,Flip Flops,Blue,Summer,Casual
28989,Women,Apparel Set,Blue,Summer,Ethnic
6513,Women,Topwear,Pink,Summer,Casual
57002,Women,Shoes,Gold,Winter,Casual
7423,Women,Topwear,Pink,Summer,Ethnic
25162,Women,Bags,Black,Winter,Casual
10317,Women,Watches,Silver,Winter,Casual
13972,Women,Shoes,Navy Blue,Fall,Casual
57169,Women,Topwear,Red,Summer,Casual
44978,Women,Watches,Black,Winter,Casual
56540,Women,Lips,Brown,Spring,Casual
7721,Women,Shoes,White,Fall,Sports
57107,Women,Topwear,Olive,Summer,Casual
48478,Women,Dress,Beige,Winter,Casual
59711,Women,Innerwear,Black,Summer,Casual
33181,Women,Topwear,Blue,Summer,Casual
57179,Women,Topwear,Blue,Summer,Casual
27083,Women,Shoes,Gold,Winter,Casual
52337,Women,Bags,Black,Winter,Casual
49149,Women,Lips,Brown,Spring,Casual
46591,Women,Shoes,Black,Summer,Casual
50216,Women,Belts,Grey,Summer,Casual
15715,Women,Shoes,Purple,Fall,Casual
44725,Women,Flip Flops,Orange,Summer,Casual
58049,Women,Jewellery,Silver,Fall,Casual
2647,Women,Bags,Brown,Winter,Casual
51034,Women,Loungewear and Nightwear,Pink,Summer,Casual
59097,Women,Innerwear,Lavender,Summer,Casual
59657,Women,Saree,Blue,Fall,Ethnic
56686,Women,Saree,Maroon,Fall,Ethnic
54869,Women,Jewellery,Gold,Fall,Casual
21183,Women,Flip Flops,Blue,Fall,Casual
49107,Women,Nails,Maroon,Spring,Casual
48983,Women,Jewellery,Silver,Summer,Casual
39173,Women,Topwear,Red,Summer,Ethnic
33422,Women,Bags,Brown,Summer,Casual
39026,Women,Watches,Pink,Winter,Casual
56173,Women,Makeup,Green,Spring,Casual
20770,Women,Shoes,Silver,Winter,Casual
25846,Women,Topwear,Multi,Summer,Ethnic
2890,Women,Shoes,Brown,Winter,Casual
10220,Women,Bags,Pink,Winter,Casual
27702,Women,Bags,Black,Winter,Casual
8104,Women,Watches,Black,Winter,Casual
48988,Women,Jewellery,Silver,Summer,Casual
32570,Women,Topwear,Pink,Summer,Casual
20134,Women,Topwear,Red,Fall,Casual
43356,Women,Shoes,Charcoal,Summer,Sports
2296,Women,Topwear,Black,Fall,Sports
35898,Women,Bags,Purple,Summer,Casual
55441,Women,Lips,Pink,Spring,Casual
29510,Women,Watches,Blue,Winter,Casual
29489,Women,Watches,Black,Winter,Casual
43079,Women,Topwear,White,Summer,Sports
59511,Women,Jewellery,Silver,Fall,Casual
10382,Women,Topwear,Grey,Fall,Casual
9148,Women,Bottomwear,Blue,Summer,Casual
57142,Women,Topwear,Peach,Summer,Casual
57190,Women,Topwear,Pink,Summer,Casual
33050,Women,Topwear,Olive,Summer,Ethnic
47584,Women,Shoes,Brown,Winter,Casual
36680,Women,Bags,Black,Summer,Casual
20452,Women,Bags,Green,Winter,Casual
53578,Women,Watches,White,Winter,Casual
40400,Women,Topwear,Red,Summer,Casual
13557,Women,Shoes,Gold,Fall,Casual
51867,Women,Innerwear,Black,Summer,Casual
47003,Women,Topwear,White,Fall,Ethnic
17468,Women,Innerwear,Black,Summer,Casual
15097,Women,Topwear,Pink,Fall,Ethnic
23609,Women,Fragrance,White,Spring,Casual
25848,Women,Topwear,Green,Summer,Ethnic
40646,Women,Topwear,Green,Summer,Ethnic
55179,Women,Nails,Pink,Spring,Casual
53670,Women,Bags,Orange,Summer,Casual
59739,Women,Innerwear,Pink,Summer,Casual
49815,Women,Flip Flops,Black,Winter,Casual
3074,Women,Topwear,Yellow,Summer,Casual
22453,Women,Topwear,Black,Fall,Ethnic
21938,Women,Bags,Purple,Winter,Casual
26878,Women,Topwear,Yellow,Summer,Casual
36523,Women,Bags,Pink,Summer,Casual
10202,Women,Bags,Green,Winter,Casual
18971,Women,Topwear,Black,Summer,Casual
38840,Women,Dress,Black,Summer,Casual
22744,Women,Topwear,Navy Blue,Fall,Ethnic
52089,Women,Topwear,Black,Summer,Casual
37158,Women,Topwear,Blue,Summer,Casual
32338,Women,Watches,Blue,Winter,Casual
27105,Women,Topwear,Lavender,Summer,Ethnic
7728,Women,Shoes,White,Fall,Casual
33752,Women,Topwear,White,Summer,Casual
14544,Women,Topwear,Navy Blue,Fall,Ethnic
48188,Women,Bags,Multi,Winter,Casual
29277,Women,Topwear,Blue,Summer,Casual
54171,Women,Jewellery,Yellow,Fall,Casual
56282,Women,Innerwear,Black,Summer,Casual
3977,Women,Topwear,Green,Summer,Casual
7719,Women,Shoes,White,Fall,Sports
55869,Women,Nails,Red,Spring,Casual
43981,Women,Fragrance,Pink,Spring,Casual
21019,Women,Wallets,Brown,Winter,Casual
25587,Women,Apparel Set,Black,Fall,Ethnic
28458,Women,Bottomwear,Blue,Summer,Sports
2485,Women,Topwear,Purple,Fall,Sports
11317,Women,Bottomwear,Black,Fall,Casual
57835,Women,Bags,Brown,Summer,Casual
56167,Women,Makeup,Black,Summer,Casual
47383,Women,Bags,Blue,Summer,Casual
49556,Women,Bags,Black,Summer,Casual
53102,Women,Jewellery,Silver,Winter,Casual
6864,Women,Bottomwear,White,Summer,Casual
48867,Women,Jewellery,Silver,Summer,Casual
36662,Women,Bags,Black,Summer,Casual
52890,Women,Saree,Red,Fall,Ethnic
55521,Women,Makeup,Skin,Spring,Casual
26855,Women,Fragrance,White,Spring,Casual
36537,Women,Wallets,Grey,Summer,Casual
53047,Women,Saree,Multi,Fall,Ethnic
